city,state,males,females,lat,lng,id,state name,Total
Springfield TWP,OH,1,0,39.20799135,-84.48346997,39,Ohio,1
Springfield Township,OH,1,0,39.1998095,-84.46665035,39,Ohio,1
Springfield Twp,OH,1,0,39.20799135,-84.48346997,39,Ohio,1
Steubenville,OH,3,0,40.3697905,-80.6339638,39,Ohio,3
Summit County,OH,1,1,41.1457902,-81.5333603,39,Ohio,2
Tiffin,OH,1,0,41.1144992,-83.1779747,39,Ohio,1
Toledo,OH,23,5,41.6786754,-83.5127283,39,Ohio,28
Trotwood,OH,2,0,39.7972788,-84.3113334,39,Ohio,2
Troy,OH,3,0,40.0394982,-84.2032767,39,Ohio,3
Warren,OH,2,1,41.2375569,-80.8184166,39,Ohio,3
West Carrollton,OH,1,0,40.5728404,-81.0856532,39,Ohio,1
West Chester,OH,1,1,40.2336795,-81.3442776,39,Ohio,2
West Toledo,OH,1,0,41.6915318,-83.5582751,39,Ohio,1
Westerville,OH,1,0,40.1261743,-82.9290696,39,Ohio,1
Westwood,OH,1,0,40.7814457,-81.9598667,39,Ohio,1
Whitehall,OH,1,0,39.9667308,-82.8854559,39,Ohio,1
Willard,OH,1,1,41.0531134,-82.7262958,39,Ohio,2
Woodlawn,OH,1,0,39.2520022,-84.4702206,39,Ohio,1
Woodstock,OH,1,1,40.1739475,-83.5274254,39,Ohio,2
Yellow Springs,OH,1,0,39.8045432,-83.8925234,39,Ohio,1
Youngstown,OH,7,0,41.0997803,-80.6495194,39,Ohio,7
Zanesville,OH,1,0,39.9403453,-82.0131924,39,Ohio,1
Fostoria,OH,0,1,41.156998,-83.4168702,39,Ohio,1
Greenville,OH,0,1,40.1028264,-84.6330115,39,Ohio,1
Irondale,OH,0,1,40.5717306,-80.7264665,39,Ohio,1
Masury,OH,0,1,41.2111676,-80.5378495,39,Ohio,1
Miami Twp,OH,0,1,39.159101,-84.73865351,39,Ohio,1
Norwood,OH,0,1,39.1556149,-84.4596641,39,Ohio,1
Oak Harbor,OH,0,1,41.5067173,-83.1465875,39,Ohio,1
Pataskala,OH,0,1,39.9956193,-82.6743341,39,Ohio,1
Ross County,OH,0,1,39.3455507,-83.077359,39,Ohio,1
Van Wert,OH,0,1,40.8014651,-84.600988,39,Ohio,1
Winton Terrace,OH,0,1,39.1822808,-84.5118878,39,Ohio,1
Wooster,OH,0,1,40.8050565,-81.935143,39,Ohio,1
Youngstown,OH,0,1,41.0997803,-80.6495194,39,Ohio,1
Albany,NY,4,1,42.6511674,-73.754968,36,New York,5
Amherst,NY,1,1,42.9783924,-78.7997616,36,New York,2
Bath,NY,1,0,42.3370164,-77.3177577,36,New York,1
Bay Shore,NY,1,0,40.7250986,-73.2453946,36,New York,1
Berlin,NY,1,0,42.6931351,-73.3720549,36,New York,1
Binghamton,NY,2,0,42.0986867,-75.9179738,36,New York,2
Bovina,NY,1,0,42.2695295,-74.726823,36,New York,1
Brewster,NY,1,0,41.3973335,-73.6171915,36,New York,1
Brighton,NY,2,0,42.9911685,-78.8369796,36,New York,2
Bronx,NY,41,3,40.8501002,-73.8662464,36,New York,44
Brooklyn,NY,74,6,40.6501038,-73.9495823,36,New York,80
Brooklyn ,NY,1,0,40.6501038,-73.9495823,36,New York,1
Brownsville,NY,1,0,43.0117299,-77.3663775,36,New York,1
Brownville,NY,1,0,41.7998155,-74.3807086,36,New York,1
Buffalo,NY,32,3,42.8864468,-78.8783689,36,New York,35
Carmel,NY,1,0,41.4266361,-73.6788272,36,New York,1
Central Islip,NY,1,0,40.7906538,-73.2017811,36,New York,1
Cornwall,NY,1,2,40.7911785,-73.97481894,36,New York,3
Corona,NY,1,0,40.7469593,-73.8601456,36,New York,1
Cragsmoor,NY,1,0,41.6734269,-74.3854321,36,New York,1
DeRuyter,NY,1,1,42.7584005,-75.8843616,36,New York,2
Deerpark,NY,1,0,41.4250435,-74.66940909,36,New York,1
East Fishkill,NY,1,0,41.5533306,-73.7956214,36,New York,1
Eastport,NY,1,0,40.844395,-72.7199476,36,New York,1
Elmont,NY,1,1,40.700936,-73.712909,36,New York,2
Enfield,NY,1,0,42.435906,-76.6313356,36,New York,1
Flanders,NY,1,0,40.9034328,-72.6175936,36,New York,1
Fort Ann,NY,1,0,43.4142375,-73.4876124,36,New York,1
Garden City,NY,1,0,40.7267682,-73.6342955,36,New York,1
Geneva,NY,1,0,42.8689552,-76.9777436,36,New York,1
Granville,NY,1,0,43.4078495,-73.259553,36,New York,1
Greenburgh,NY,1,0,41.004542,-73.8087442,36,New York,1
Greenville,NY,1,0,41.3606496,-74.6165503,36,New York,1
Harlem,NY,1,0,40.8078786,-73.9454154,36,New York,1
Hempstead,NY,3,1,40.7062128,-73.6187397,36,New York,4
Herkimer,NY,3,0,43.4911326,-74.9481252,36,New York,3
Hoosick,NY,1,0,42.8625783,-73.3281661,36,New York,1
Huntington Station,NY,1,0,40.8534318,-73.4115091,36,New York,1
Hurleyville,NY,1,0,41.735646,-74.6743277,36,New York,1
Islip,NY,2,0,40.7298207,-73.2103934,36,New York,2
Lackawanna,NY,1,0,42.81909095,-78.83371775,36,New York,1
Liberty,NY,1,0,41.8012002,-74.74655,36,New York,1
Long Island,NY,1,0,43.1520122,-76.0610324,36,New York,1
Lynbrook,NY,1,0,40.6548253,-73.6717969,36,New York,1
Manhattan,NY,8,1,40.7902778,-73.9597222,36,New York,9
Medford,NY,1,0,40.8175985,-73.0001068,36,New York,1
Middletown,NY,1,0,41.4459271,-74.4229341,36,New York,1
Minerva,NY,1,0,43.7914527,-73.984302,36,New York,1
Mohawk,NY,2,0,43.0114592,-75.0040449,36,New York,2
Monticello,NY,1,0,41.6556465,-74.6893282,36,New York,1
Nassau,NY,1,0,40.7412643,-73.5877699,36,New York,1
New Rochelle,NY,1,0,40.9115386,-73.7826363,36,New York,1
New York,NY,1,0,40.7305991,-73.9865812,36,New York,1
Newark,NY,2,0,43.0467301,-77.0952516,36,New York,2
Newburgh,NY,3,2,41.5034271,-74.0104179,36,New York,5
Niagara Falls,NY,1,1,43.099685,-79.03056351,36,New York,2
North Amityville,NY,1,0,40.6976002,-73.425123,36,New York,1
North Bellmore,NY,1,1,40.69149,-73.5334597,36,New York,2
North Hudson,NY,1,0,43.9525575,-73.7284641,36,New York,1
North Valley Stream,NY,1,0,40.6851028,-73.7017976,36,New York,1
Oceanside,NY,1,1,40.6387141,-73.6401296,36,New York,2
Philipstown,NY,1,0,41.4099095,-73.92558663,36,New York,1
Pleasant Valley,NY,3,1,41.7445382,-73.8212439,36,New York,4
Poughkeepsie,NY,4,1,41.7065779,-73.9284101,36,New York,5
Queens,NY,23,3,40.7498243,-73.7976337,36,New York,26
Rochester,NY,21,3,43.1572851,-77.6152141,36,New York,24
Rockland County,NY,1,0,41.1591765,-74.05761585,36,New York,1
Rome,NY,2,0,43.2128473,-75.4557304,36,New York,2
Ronkonkoma,NY,1,0,40.80741775,-73.13599113,36,New York,1
Saratoga Springs,NY,2,1,43.0831301,-73.7845651,36,New York,3
Schaghticoke,NY,2,0,42.8673813,-73.62936804,36,New York,2
Schenectady,NY,3,0,42.8142432,-73.9395687,36,New York,3
Setauket,NY,1,0,40.9355473,-73.1188824,36,New York,1
Shirley,NY,1,0,42.5767271,-78.9136452,36,New York,1
Staten Island,NY,3,0,40.5834379,-74.1495875,36,New York,3
Sunset Park,NY,1,0,40.6481594,-74.0034728,36,New York,1
Syracuse,NY,14,2,43.0481221,-76.1474244,36,New York,16
Uniondale,NY,1,1,40.7003793,-73.5929056,36,New York,2
Utica,NY,5,2,43.1009031,-75.2326641,36,New York,7
Wakefield,NY,1,0,40.8978772,-73.8523569,36,New York,1
Warwick,NY,1,0,41.256483,-74.3598755,36,New York,1
Washington County,NY,1,0,43.374772,-73.43012024,36,New York,1
Waterloo,NY,1,0,42.9047884,-76.8627368,36,New York,1
Wawayanda,NY,1,1,41.3722145,-74.45943252,36,New York,2
Webster,NY,3,0,43.2122851,-77.4299939,36,New York,3
Wellsville,NY,1,0,42.8759077,-74.2723535,36,New York,1
Westford,NY,1,0,42.6500755,-74.7976507,36,New York,1
Wyandanch,NY,1,0,40.7539878,-73.360398,36,New York,1
Yonkers,NY,2,1,40.9312099,-73.8987469,36,New York,3
York,NY,1,0,42.8711731,-77.8852838,36,New York,1
Bohemia,NY,0,1,40.7692649,-73.1151118,36,New York,1
Forestport,NY,0,1,43.4420132,-75.2071112,36,New York,1
Glens Falls,NY,0,1,43.3099598,-73.6442514,36,New York,1
Mountaindale,NY,0,1,40.95773,-73.846686,36,New York,1
Ridge,NY,0,1,40.8939875,-72.8959364,36,New York,1
Salisbury Mills,NY,0,1,41.4306494,-74.1190335,36,New York,1
Tarrytown,NY,0,1,41.0762077,-73.8587461,36,New York,1
Walton,NY,0,1,42.1695296,-75.1293351,36,New York,1
Albany,OR,1,0,44.6365071,-123.1059324,41,Oregon,1
Altamont,OR,1,0,42.2068123,-121.737224,41,Oregon,1
Bend,OR,2,0,44.0581728,-121.3153096,41,Oregon,2
Boring,OR,1,0,45.4298204,-122.3746435,41,Oregon,1
Chiloquin,OR,1,0,42.5776364,-121.8661258,41,Oregon,1
Donald,OR,1,0,45.2222599,-122.8413946,41,Oregon,1
Drain,OR,1,0,43.6587309,-123.3186987,41,Oregon,1
Eugene,OR,1,0,44.0505054,-123.0950506,41,Oregon,1
Gold Beach,OR,1,0,42.4073334,-124.421774,41,Oregon,1
Grant County,OR,3,0,44.477796,-119.0101057,41,Oregon,3
Gresham,OR,6,0,45.5067406,-122.4367058,41,Oregon,6
Hermiston,OR,1,0,45.8404101,-119.2894605,41,Oregon,1
Hillsboro,OR,2,1,45.5228939,-122.989827,41,Oregon,3
Kerby,OR,1,0,42.1946172,-123.6513053,41,Oregon,1
Klamath Falls,OR,2,0,42.224867,-121.7816704,41,Oregon,2
Lane County,OR,2,0,43.863845,-122.7492565,41,Oregon,2
Lebanon,OR,1,0,44.5365119,-122.9070339,41,Oregon,1
Loon Lake,OR,1,0,43.5871458,-123.8378583,41,Oregon,1
Madras,OR,1,0,44.6334544,-121.1294872,41,Oregon,1
Molalla,OR,1,0,45.1473445,-122.5770322,41,Oregon,1
Ontario,OR,1,0,44.0265525,-116.9629378,41,Oregon,1
Oregon City,OR,3,1,45.3573429,-122.6067583,41,Oregon,4
Polk County,OR,1,1,44.89782,-123.4281602,41,Oregon,2
Portland,OR,12,2,45.5202471,-122.6741949,41,Oregon,14
Roseburg,OR,3,1,43.216505,-123.3417381,41,Oregon,4
Salem,OR,4,1,44.9391565,-123.033121,41,Oregon,5
Scappoose,OR,1,0,45.7572997,-122.8743589,41,Oregon,1
Silverton,OR,2,0,45.0049305,-122.7832947,41,Oregon,2
Sisters,OR,1,0,44.290948,-121.5492516,41,Oregon,1
The Dalles,OR,1,0,45.5945645,-121.1786823,41,Oregon,1
Umatilla,OR,1,0,45.9173549,-119.3425179,41,Oregon,1
Veneta,OR,2,1,44.0487342,-123.3509294,41,Oregon,3
Warren,OR,1,0,45.8190032,-122.8489928,41,Oregon,1
Warrenton,OR,1,0,46.1651049,-123.9237557,41,Oregon,1
Winston,OR,1,0,43.1223383,-123.4125723,41,Oregon,1
Fairview,OR,0,1,45.546781,-122.4370398,41,Oregon,1
Gold Hill,OR,0,1,44.5437722,-117.3954695,41,Oregon,1
Grant's Pass,OR,0,1,42.4393707,-123.3272489,41,Oregon,1
Grants Pass,OR,0,1,42.4393707,-123.3272489,41,Oregon,1
La Pine,OR,0,2,43.6703995,-121.503636,41,Oregon,2
Langlois,OR,0,1,42.9235756,-124.4507782,41,Oregon,1
Newberg,OR,0,1,45.3004928,-122.9725556,41,Oregon,1
Redmond,OR,0,1,44.2726203,-121.1739212,41,Oregon,1
Tillamook,OR,0,1,45.0701116,-123.7266793,41,Oregon,1
Turner,OR,0,1,44.8431766,-122.9528708,41,Oregon,1
Albert Township,MI,1,0,42.37090955,-83.07711896,26,Michigan,1
Ann Arbor,MI,1,0,42.2838441,-83.7379612,26,Michigan,1
Bay City,MI,1,0,43.5944677,-83.8888648,26,Michigan,1
Bedford Township,MI,1,0,42.39528,-85.23222,26,Michigan,1
Belding,MI,1,0,43.0978095,-85.228906,26,Michigan,1
Benton Harbor,MI,1,1,42.1167065,-86.4541894,26,Michigan,2
Birmingham,MI,2,0,42.5467012,-83.2113192,26,Michigan,2
Buena Vista,MI,1,0,43.4203028,-83.8985827,26,Michigan,1
Clayton,MI,1,0,41.863381,-84.2363347,26,Michigan,1
Clinton,MI,1,0,42.9435238,-84.6125345,26,Michigan,1
Clinton TWP,MI,1,0,42.584919,-82.93482389,26,Michigan,1
Dearborn,MI,1,1,42.3222599,-83.1763145,26,Michigan,2
Dearborn Heights,MI,1,1,42.3369816,-83.2732627,26,Michigan,2
Detroit,MI,216,31,42.3486635,-83.0567375,26,Michigan,247
Dowagiac,MI,1,0,41.9842123,-86.1086228,26,Michigan,1
Dowling,MI,1,0,42.5225362,-85.2530589,26,Michigan,1
Dundee,MI,1,0,41.9572676,-83.6596596,26,Michigan,1
East Lansing,MI,1,1,42.723653,-84.47794903,26,Michigan,2
Farmington Hills,MI,1,0,42.4853125,-83.3771553,26,Michigan,1
Flint,MI,43,3,43.0171773,-83.7236024,26,Michigan,46
Forest Township,MI,1,0,43.179831,-83.52021493,26,Michigan,1
Frenchtown,MI,1,0,46.4732698,-87.6790246,26,Michigan,1
Fruitland Township,MI,1,0,43.018793,-85.644164,26,Michigan,1
Gaylord,MI,1,0,45.0275126,-84.6747523,26,Michigan,1
Genesee,MI,1,0,43.1125262,-83.6177333,26,Michigan,1
Gilford,MI,1,1,43.4941889,-83.6219063,26,Michigan,2
Grand Rapids,MI,14,6,42.9633599,-85.6680863,26,Michigan,20
Green Oak,MI,1,0,43.023508,-86.169484,26,Michigan,1
Greenville,MI,1,0,43.1775314,-85.2527987,26,Michigan,1
Harper Woods,MI,2,0,42.4330924,-82.9240833,26,Michigan,2
Harrison,MI,1,0,42.586022,-82.81040247,26,Michigan,1
Haslett,MI,1,1,42.7467159,-84.4011807,26,Michigan,2
Indianfields,MI,1,0,43.4605773,-83.4285646,26,Michigan,1
Inkster,MI,8,1,42.2942045,-83.3099303,26,Michigan,9
Ionia,MI,2,0,42.9469688,-85.0713945,26,Michigan,2
Jackson,MI,2,0,42.2465036,-84.4016963,26,Michigan,2
Kalamazoo,MI,5,3,42.291707,-85.5872286,26,Michigan,8
Kentwood,MI,1,1,42.8694731,-85.6447492,26,Michigan,2
Lansing,MI,7,1,42.7337712,-84.5553805,26,Michigan,8
Liberty,MI,1,0,42.1022634,-84.4005068,26,Michigan,1
Manistee County,MI,1,0,44.341034,-86.04564437,26,Michigan,1
Marlette Township,MI,1,0,43.3269685,-83.08022,26,Michigan,1
Mason County,MI,1,0,43.9968906,-86.2600426,26,Michigan,1
Mattawan,MI,1,0,42.2094839,-85.784453,26,Michigan,1
Merrill,MI,1,0,43.4097497,-84.3288783,26,Michigan,1
Milan,MI,1,0,42.0853204,-83.6824384,26,Michigan,1
Monitor,MI,1,1,43.61141735,-83.99078401,26,Michigan,2
Mt Morris Township,MI,1,0,43.089956,-83.75383026,26,Michigan,1
Mt. Morris,MI,1,0,43.1186374,-83.6949583,26,Michigan,1
Mt. Morris Township,MI,1,0,43.089956,-83.75383026,26,Michigan,1
Mt. Morris Township ,MI,1,0,43.089956,-83.75383026,26,Michigan,1
Muskegon,MI,4,1,43.2341813,-86.2483921,26,Michigan,5
Muskegon Heights,MI,4,0,43.2011264,-86.2389464,26,Michigan,4
Nashville,MI,1,0,42.6028137,-85.0930536,26,Michigan,1
Newaygo,MI,1,0,43.4197429,-85.8000506,26,Michigan,1
Newaygo County,MI,2,1,43.5527077,-85.80222519,26,Michigan,3
Northville,MI,1,0,42.4310806,-83.4832262,26,Michigan,1
Novi,MI,3,1,42.48059,-83.4754913,26,Michigan,4
Oakland County,MI,2,0,42.6618842,-83.3804439,26,Michigan,2
Okemos,MI,1,0,42.721839,-84.428183,26,Michigan,1
Oscoda,MI,2,0,44.6789109,-84.1467693,26,Michigan,2
Ottawa County,MI,1,0,42.986057,-86.00652957,26,Michigan,1
Perry,MI,1,0,42.8264205,-84.2194127,26,Michigan,1
Plainfield,MI,1,0,42.4969793,-84.1074559,26,Michigan,1
Plainwell,MI,1,1,42.4400357,-85.6489035,26,Michigan,2
Pontiac,MI,6,1,42.6389216,-83.2910468,26,Michigan,7
Port Huron,MI,1,1,42.9815877,-82.440466,26,Michigan,2
Redford Township,MI,1,0,42.39893,-83.29533012,26,Michigan,1
Rochester Hills,MI,1,0,42.6583661,-83.1499322,26,Michigan,1
Romulus,MI,1,0,42.2222614,-83.3965995,26,Michigan,1
Royal Oak,MI,1,0,42.4894801,-83.1446485,26,Michigan,1
Saginaw,MI,17,5,43.4200387,-83.9490365,26,Michigan,22
Sherman Township,MI,1,0,47.264903,-88.20277022,26,Michigan,1
Southfield,MI,2,1,42.4733689,-83.2218731,26,Michigan,3
Southgate,MI,1,0,42.2061435,-83.20460297,26,Michigan,1
Tallmadge,MI,1,0,42.992524,-85.8342049,26,Michigan,1
Tallmadge Township,MI,1,0,42.992524,-85.8342049,26,Michigan,1
Taylor,MI,1,1,42.240872,-83.2696509,26,Michigan,2
Valley,MI,1,0,42.513641,-83.328255,26,Michigan,1
Walled Lake,MI,1,0,42.537811,-83.4810481,26,Michigan,1
White Lake,MI,1,1,42.6916964,-83.5541098,26,Michigan,2
Wixom,MI,1,1,42.5247555,-83.5363268,26,Michigan,2
Ypsilanti,MI,2,0,42.2411499,-83.6129939,26,Michigan,2
Ypsilanti Township,MI,1,0,42.2172635,-83.60183393,26,Michigan,1
Berlin Township,MI,0,1,42.0347283,-83.25205799,26,Michigan,1
Champion,MI,0,1,46.5138246,-87.9634679,26,Michigan,1
Comstock,MI,0,1,42.2867083,-85.5133374,26,Michigan,1
Eastpointe,MI,0,1,42.4683698,-82.9554746,26,Michigan,1
Mecosta Township,MI,0,1,43.6375503,-85.3168199,26,Michigan,1
Oak Park,MI,0,1,42.4594803,-83.1827051,26,Michigan,1
Ovid,MI,0,1,43.0058396,-84.3714696,26,Michigan,1
Portage,MI,0,1,42.2011538,-85.5800022,26,Michigan,1
Traverse City,MI,0,1,44.7606441,-85.6165301,26,Michigan,1
Albertville,AL,2,0,34.266641,-86.19959949,01,Alabama,2
Auburn,AL,1,0,32.6247895,-85.49067638,01,Alabama,1
Autauga County,AL,1,0,32.5088175,-86.65101236,01,Alabama,1
Bessemer,AL,4,0,33.3793105,-86.85822532,01,Alabama,4
Birmingham,AL,47,3,33.3881705,-86.89975258,01,Alabama,50
Black Pond,AL,3,1,34.0598268,-87.3516798,01,Alabama,4
Brierfield,AL,1,0,33.0390099,-86.908879,01,Alabama,1
Carrollton,AL,1,2,33.2619315,-88.09518085,01,Alabama,3
Cherokee County,AL,1,0,34.2342185,-85.64764371,01,Alabama,1
Cleburne County,AL,3,0,33.5228885,-85.3445728,01,Alabama,3
Crawford,AL,1,0,30.7640768,-88.2277825,01,Alabama,1
Cullman,AL,2,1,34.2789835,-86.481277,01,Alabama,3
Decatur,AL,3,0,34.65924,-87.0900933,01,Alabama,3
Dothan,AL,1,0,31.1586345,-85.42695861,01,Alabama,1
Elmore County,AL,1,0,32.58766445,-86.15187269,01,Alabama,1
Enterprise,AL,1,0,31.2832595,-85.81497273,01,Alabama,1
Eufaula,AL,1,0,31.8912717,-85.1454876,01,Alabama,1
Fairfield,AL,2,0,33.4757045,-86.91665389,01,Alabama,2
Fairview,AL,1,0,34.909808,-87.7436397,01,Alabama,1
Florence,AL,1,0,34.79981,-87.677251,01,Alabama,1
Fyffe,AL,1,0,34.450045,-85.90353741,01,Alabama,1
Gadsden,AL,3,1,33.9578455,-86.06780017,01,Alabama,4
Geraldine,AL,1,0,34.3514798,-86.0008078,01,Alabama,1
Grand Bay,AL,1,0,30.472216,-88.34653914,01,Alabama,1
Gurley,AL,1,0,34.7000115,-86.37900342,01,Alabama,1
Heflin,AL,1,1,33.6489948,-85.5874584,01,Alabama,2
Homewood,AL,1,0,33.4574265,-86.80710576,01,Alabama,1
Hoover,AL,3,2,33.4348484,-86.81790269,01,Alabama,5
Huntsville,AL,12,1,34.762807,-86.68402737,01,Alabama,13
Hurtsboro,AL,1,1,32.240029,-85.41477535,01,Alabama,2
Jasper,AL,3,0,33.8312185,-87.2775053,01,Alabama,3
Jefferson County,AL,2,3,33.5448325,-86.8608049,01,Alabama,5
Lawrence County,AL,2,0,34.552202,-87.31782593,01,Alabama,2
Limestone County,AL,1,0,34.7751356,-87.03178382,01,Alabama,1
Lincoln,AL,1,1,33.585009,-86.09130513,01,Alabama,2
Lipscomb,AL,1,0,33.4256646,-86.9266588,01,Alabama,1
Madison,AL,2,1,34.7736807,-86.5675095,01,Alabama,3
Malvern,AL,1,1,31.1393439,-85.5191005,01,Alabama,2
Midfield,AL,1,0,33.458251,-86.91028237,01,Alabama,1
Midland City,AL,2,0,31.3190612,-85.4938239,01,Alabama,2
Mobile,AL,22,3,30.6943566,-88.0430541,01,Alabama,25
Montgomery,AL,30,6,32.343799,-86.27316602,01,Alabama,36
Nauvoo,AL,1,0,33.9895503,-87.4889033,01,Alabama,1
Northport,AL,1,0,33.229007,-87.5772293,01,Alabama,1
Opelika,AL,2,0,32.655255,-85.38282559,01,Alabama,2
Orrville,AL,1,0,34.6673132,-86.9769524,01,Alabama,1
Oxford,AL,3,1,33.589896,-85.83689316,01,Alabama,4
Ozark,AL,1,0,31.445645,-85.63803244,01,Alabama,1
Phenix City,AL,3,0,32.4709761,-85.0007653,01,Alabama,3
Pleasant Grove,AL,3,0,33.500661,-86.97247077,01,Alabama,3
Pleasant Valley,AL,1,0,34.0014863,-86.1271972,01,Alabama,1
Prattville,AL,3,0,32.4640245,-86.4596966,01,Alabama,3
Prichard,AL,3,0,30.7707735,-88.13598665,01,Alabama,3
Roanoke,AL,1,0,33.1841145,-85.34408663,01,Alabama,1
Rosalie,AL,1,0,34.699805,-85.7685836,01,Alabama,1
Russellville,AL,1,0,34.5072915,-87.73324724,01,Alabama,1
Seale,AL,1,0,32.2973697,-85.1688255,01,Alabama,1
Section,AL,1,0,34.5913995,-85.98464411,01,Alabama,1
Selma,AL,6,2,32.417836,-87.02313179,01,Alabama,8
Selmont,AL,1,0,32.3951369,-87.0083225,01,Alabama,1
Sheffield,AL,2,0,34.7650888,-87.6986407,01,Alabama,2
Sylacauga,AL,1,0,33.1795865,-86.26184998,01,Alabama,1
Talladega,AL,1,0,33.5309404,-85.8304195,01,Alabama,1
Troy,AL,3,0,31.8072405,-85.95791119,01,Alabama,3
Trussville,AL,1,0,33.6196266,-86.6084342,01,Alabama,1
Tuscaloosa,AL,7,1,33.2762256,-87.0671165,01,Alabama,8
Tuskegee,AL,1,0,32.451898,-85.68288852,01,Alabama,1
Valley,AL,3,1,32.8187406,-85.1793852,01,Alabama,4
Wedowee,AL,1,0,33.3056395,-85.49274657,01,Alabama,1
Winston County,AL,1,1,34.1461755,-87.37335664,01,Alabama,2
Wylam,AL,2,0,33.5059398,-86.9252705,01,Alabama,2
Calera,AL,0,1,33.1035045,-86.7505733,01,Alabama,1
Gardendale,AL,0,1,33.6601033,-86.8127702,01,Alabama,1
Madison County,AL,0,1,34.734366,-86.57214666,01,Alabama,1
McCalla,AL,0,1,33.348723,-87.0141602,01,Alabama,1
Ohatchee,AL,0,1,33.800914,-86.05429346,01,Alabama,1
St. Clair County,AL,0,1,33.6925735,-86.36441995,01,Alabama,1
State City,AL,0,1,32.923457,-85.9449638,01,Alabama,1
Weaver,AL,0,1,33.7520457,-85.8113543,01,Alabama,1
Albuquerque,NM,26,5,35.0877555,-106.737171,35,New Mexico,31
Albuquerque ,NM,1,0,35.0877555,-106.737171,35,New Mexico,1
Aztec,NM,1,0,36.8220629,-107.9928992,35,New Mexico,1
Bloomfield,NM,1,1,36.7111165,-107.9845116,35,New Mexico,2
Carlsbad,NM,4,0,32.4206736,-104.2288375,35,New Mexico,4
Clovis,NM,1,0,34.4047987,-103.2052272,35,New Mexico,1
Deming,NM,1,1,32.2686981,-107.7586404,35,New Mexico,2
Espanola,NM,2,1,35.9911522,-106.0805887,35,New Mexico,3
Farmington,NM,4,0,36.7304288,-108.2089191,35,New Mexico,4
Gallup,NM,1,0,35.521549,-108.7512163,35,New Mexico,1
Hatch,NM,1,0,32.6651718,-107.1534387,35,New Mexico,1
Hobbs,NM,1,1,32.7026116,-103.1360403,35,New Mexico,2
Las Cruces,NM,2,1,32.3140549,-106.7798135,35,New Mexico,3
Los Alamos,NM,1,0,35.8923665,-106.2855953,35,New Mexico,1
Los Lunas,NM,1,2,34.8085625,-106.7609814,35,New Mexico,3
Lovington,NM,1,0,32.9440077,-103.3485543,35,New Mexico,1
Placitas,NM,1,0,32.6650793,-107.1686304,35,New Mexico,1
Rio Arriba County,NM,1,0,36.1225247,-105.7832504,35,New Mexico,1
Rio Rancho,NM,2,0,35.233375,-106.6644716,35,New Mexico,2
Roswell,NM,2,0,33.3942655,-104.5230242,35,New Mexico,2
Santa Fe,NM,1,1,35.6869996,-105.9377997,35,New Mexico,2
Santa Fe County,NM,3,0,35.3278207,-105.7201939,35,New Mexico,3
Silver City,NM,3,2,32.770075,-108.280326,35,New Mexico,5
South Valley,NM,2,3,35.0100487,-106.6780809,35,New Mexico,5
Springer,NM,1,0,36.3611445,-104.5952668,35,New Mexico,1
Taos,NM,1,0,36.4072485,-105.5730665,35,New Mexico,1
Tucson,NM,2,0,36.738944,-107.972816,35,New Mexico,2
Tularosa,NM,1,0,33.073973,-106.0186025,35,New Mexico,1
Hernandez,NM,0,1,36.0628001,-106.1194685,35,New Mexico,1
Alcoa,TN,2,1,35.7895271,-83.9737935,47,Tennessee,3
Athens,TN,1,0,35.4428512,-84.5929898,47,Tennessee,1
Bean Station,TN,2,0,36.3437017,-83.284062,47,Tennessee,2
Blountville,TN,1,0,36.5331586,-82.326806,47,Tennessee,1
Bluff City,TN,1,0,36.4742705,-82.2609685,47,Tennessee,1
Bolivar,TN,1,0,35.2561937,-88.9878389,47,Tennessee,1
Brighton,TN,1,0,35.0800851,-86.4391585,47,Tennessee,1
Bristol,TN,1,0,36.5951059,-82.1887444,47,Tennessee,1
Carroll County,TN,1,0,35.9698965,-88.45592509,47,Tennessee,1
Chattanooga,TN,11,0,35.0737835,-85.10682141,47,Tennessee,11
Clarksdale,TN,1,0,34.205603,-90.554808,47,Tennessee,1
Clarksville,TN,2,0,36.5285918,-87.3098696,47,Tennessee,2
Cleveland,TN,2,0,35.1595182,-84.8766115,47,Tennessee,2
Columbia,TN,1,0,35.6150716,-87.0352831,47,Tennessee,1
Cookeville,TN,1,0,36.162839,-85.5016423,47,Tennessee,1
Cordova,TN,1,0,35.1556451,-89.7761955,47,Tennessee,1
Crab Orchard,TN,3,1,35.9092367,-84.8780048,47,Tennessee,4
Decatur County,TN,1,0,35.61510135,-88.11228279,47,Tennessee,1
Dickson,TN,1,0,36.0744719,-87.3385654,47,Tennessee,1
Drummonds,TN,1,1,35.4634163,-89.9100859,47,Tennessee,2
East Ridge,TN,1,2,36.2994397,-82.3702243,47,Tennessee,3
Elizabethton,TN,2,1,36.3487196,-82.2106876,47,Tennessee,3
Erin,TN,1,1,36.3209612,-87.6975827,47,Tennessee,2
Erwin,TN,2,2,36.1451082,-82.4168055,47,Tennessee,4
Etowah,TN,1,0,35.3234065,-84.5249307,47,Tennessee,1
Gallatin,TN,1,0,36.3883031,-86.4475898,47,Tennessee,1
Germantown,TN,1,0,35.0867577,-89.8100858,47,Tennessee,1
Gibson County,TN,1,0,36.009104,-88.94518995,47,Tennessee,1
Grainger County,TN,1,1,36.250763,-83.54990151,47,Tennessee,2
